Problem,Instance,Algorithm,Initial State,Final State,Initial Value,Final Value,Value Improvement,Solution Found,Steps,Runtime,Value History
8-Puzzle,8,Simulated Annealing (Linear),"(0, 5, 6, 7, 3, 2, 4, 1, 8)","(6, 1, 2, 3, 0, 5, 4, 7, 8)",-14,-4,-10,False,266,0.003630399703979492,"[-14, -15, -14, -15, -14, -15, -14, -15, -14, -13, -14, -13, -14, -13, -14, -13, -14, -13, -14, -13, -12, -13, -12, -13, -12, -13, -12, -11, -12, -11, -10, -11, -10, -9, -10, -9, -10, -9, -10, -9, -10, -9, -10, -11, -10, -9, -10, -9, -10, -9, -10, -9, -10, -11, -10, -9, -10, -11, -12, -11, -12, -11, -10, -11, -12, -11, -10, -9, -10, -9, -10, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -7, -8, -9, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -9, -8, -9, -8, -9, -8, -9, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -10, -9, -10, -11, -10, -11, -10, -9, -10, -9, -10, -9, -8, -9, -10, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -7, -6, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4]"
8-Puzzle,9,Hill Climbing (Steepest),"(2, 5, 1, 0, 6, 4, 8, 7, 3)","(0, 2, 1, 6, 5, 4, 8, 7, 3)",-13,-10,-3,False,3,3.552436828613281e-05,"[-13, -12, -11, -10]"
8-Puzzle,9,Hill Climbing (First Choice),"(2, 5, 1, 0, 6, 4, 8, 7, 3)","(0, 2, 1, 6, 5, 4, 8, 7, 3)",-13,-10,-3,False,3,9.560585021972656e-05,"[-13, -12, -11, -10]"
8-Puzzle,9,Hill Climbing (Random Restart),"(2, 5, 1, 0, 6, 4, 8, 7, 3)","(0, 2, 1, 3, 5, 7, 8, 4, 6)",-13,-10,-3,False,20,0.0003638267517089844,"[-15, -14, -14, -13, -12, -15, -14, -14, -20, -19, -18, -17, -16, -14, -20, -19, -18, -10, -14, -15, -14]"
8-Puzzle,9,Simulated Annealing (Exponential),"(2, 5, 1, 0, 6, 4, 8, 7, 3)","(2, 3, 5, 4, 6, 7, 8, 0, 1)",-13,-15,2,False,970,0.004552602767944336,"[-13, -14, -15, -14, -13, -12, -13, -12, -11, -12, -11, -12, -13, -12, -11, -12, -13, -12, -13, -12, -13, -14, -13, -12, -13, -12, -13, -12, -13, -14, -13, -14, -13, -14, -13, -12, -13, -12, -13, -14, -13, -12, -11, -12, -11, -12, -13, -12, -11, -12, -11, -10, -11, -12, -11, -10, -11, -10, -11, -12, -11, -10, -11, -12, -11, -12, -11, -12, -11, -10, -11, -10, -11, -12, -11, -12, -13, -14, -15, -14, -13, -14, -13, -12, -11, -12, -13, -12, -13, -14, -13, -12, -13, -14, -13, -12, -13, -14, -13, -14, -13, -14, -13, -12, -11, -12, -11, -10, -9, -10, -9, -10, -9, -10, -9, -10, -9, -10, -9, -8, -9, -8, -9, -10, -11, -12, -11, -12, -11, -10, -11, -12, -13, -12, -11, -10, -11, -10, -11, -12, -13, -14, -13, -14, -13, -14, -13, -14, -15, -16, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -13, -12, -13, -14, -13, -14, -13, -14, -13, -14, -13, -12, -13, -14, -13, -12, -13, -12, -13, -12, -13, -14, -13, -14, -13, -14, -13, -12, -13, -14, -13, -12, -11, -12, -13, -14, -13, -14, -15, -14, -15, -16, -15, -14, -13, -12, -13, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -13, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -13, -12, -13, -12, -13, -14, -13, -12, -11, -10, -11, -10, -11, -10, -9, -10, -11, -12, -11, -12, -11, -10, -11, -10, -11, -12, -11, -12, -13, -14, -13, -12, -13, -12, -11, -12, -11, -12, -11, -12, -13, -12, -13, -14, -15, -14, -13, -12, -13, -12, -13, -14, -15, -14, -13, -14, -15, -14, -13, -12, -11, -12, -13, -14, -13, -12, -13, -12, -13, -14, -15, -14, -13, -14, -15, -14, -15, -14, -13, -14, -15, -14, -13, -14, -13, -12, -13, -14, -13, -12, -13, -14, -13, -12, -13, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -13, -14, -15, -14, -15, -14, -13, -14, -13, -14, -13, -12, -13, -12, -13, -12, -13, -14, -13, -14, -13, -12, -13, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -16, -15, -16, -15, -16, -15, -16, -15, -14, -15, -14, -15, -14, -15, -14, -13, -14, -15, -14, -13, -12, -13, -12, -13, -12, -13, -12, -11, -12, -11, -12, -11, -12, -13, -12, -11, -12, -11, -12, -11, -12, -13, -12, -13, -14, -13, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -16, -15, -16, -15, -14, -13, -14, -13, -14, -15, -16, -15, -16, -15, -16, -15, -14, -15, -16, -15, -16, -15, -16, -17, -16, -17, -16, -17, -18, -17, -16, -17, -16, -15, -14, -15, -14, -15, -16, -15, -16, -17, -16, -15, -14, -15, -16, -15, -14, -15, -14, -15, -14, -13, -12, -13, -12, -13, -14, -13, -12, -11, -12, -13, -12, -13, -14, -13, -12, -13, -14, -13, -12, -13, -14, -13, -12, -11, -12, -13, -14, -13, -12, -13, -12, -13, -12, -13, -12, -11, -10, -11, -12, -11, -10, -11, -10, -11, -10, -11, -10, -9, -10, -11, -10, -11, -10, -11, -12, -11, -10, -11, -10, -9, -8, -7, -6, -5, -6, -7, -8, -9, -10, -9, -10, -9, -10, -9, -8, -7, -6, -7, -6, -7, -6, -7, -8, -9, -10, -9, -8, -9, -8, -9, -8, -9, -10, -9, -10, -11, -10, -11, -10, -9, -10, -9, -10, -11, -12, -13, -14, -15, -14, -15, -16, -17, -18, -17, -16, -17, -18, -17, -18, -19, -18, -19, -20, -19, -18, -17, -18, -19, -20, -19, -18, -17, -18, -17, -16, -15, -16, -15, -14, -15, -14, -13, -14, -13, -12, -11, -10, -9, -10, -11, -10, -11, -12, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -12, -11, -12, -11, -12, -11, -10, -11, -10, -11, -10, -11, -12, -13, -12, -11, -12, -11, -12, -11, -12, -11, -10, -11, -10, -11, -12, -11, -12, -13, -14, -13, -14, -13, -14, -15, -16, -17, -16, -15, -14, -15, -14, -15, -14, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -11, -10, -11, -10, -11, -12, -13, -14, -13, -14, -13, -14, -15, -14, -15, -14, -15, -14, -13, -14, -13, -12, -13, -12, -13, -14, -13, -14, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -14, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -14, -15, -16, -15, -16, -15, -16, -17, -16, -15, -14, -15, -16, -15, -16, -15, -14, -15, -14, -15, -14, -15, -16, -15, -14, -13, -14, -15, -16, -17, -16, -15, -16, -15, -14, -15, -14, -15, -16, -15, -16, -17, -18, -19, -18, -19, -18, -19, -18, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -18, -17, -18, -17, -16, -17, -16, -15, -16, -15, -16, -17, -16, -17, -16, -17, -16, -17, -18, -17, -16, -17, -16, -17, -18, -17, -18, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -18, -17, -18, -17, -18, -17, -18, -17, -18, -19, -18, -19, -20, -19, -18, -19, -18, -19, -20, -19, -18, -17, -16, -15, -16, -15, -16, -15, -16, -15, -14, -15, -14, -15, -14, -15, -16, -17, -16, -17, -16, -15, -16, -15, -16, -15, -14, -13, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15]"
8-Puzzle,9,Simulated Annealing (Linear),"(2, 5, 1, 0, 6, 4, 8, 7, 3)","(0, 2, 1, 3, 4, 5, 7, 6, 8)",-13,-4,-9,False,253,0.0024034976959228516,"[-13, -12, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -9, -10, -9, -10, -9, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -12, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -12, -13, -12, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -9, -10, -9, -10, -11, -10, -9, -10, -9, -10, -11, -10, -9, -10, -9, -10, -9, -10, -9, -10, -11, -10, -11, -10, -11, -12, -11, -12, -13, -12, -11, -12, -11, -10, -9, -10, -9, -10, -11, -10, -11, -10, -9, -10, -9, -10, -11, -10, -11, -10, -11, -10, -9, -8, -9, -8, -9, -8, -9, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -9, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -6, -7, -6, -7, -8, -7, -8, -9, -8, -7, -8, -9, -10, -9, -10, -9, -8, -7, -8, -7, -8, -7, -6, -7, -6, -7, -6, -7, -6, -7, -8, -7, -6, -7, -6, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -9, -8, -9, -8, -9, -8, -9, -8, -7, -8, -7, -8, -7, -6, -7, -8, -7, -8, -7, -6, -5, -6, -5, -4, -5, -4, -5, -4, -5, -4]"
8-Puzzle,10,Hill Climbing (Steepest),"(2, 7, 3, 4, 5, 0, 6, 1, 8)","(2, 7, 0, 4, 5, 3, 6, 1, 8)",-11,-10,-1,False,1,2.6226043701171875e-05,"[-11, -10]"
8-Puzzle,10,Hill Climbing (First Choice),"(2, 7, 3, 4, 5, 0, 6, 1, 8)","(2, 7, 3, 4, 1, 5, 6, 0, 8)",-11,-9,-2,False,2,2.86102294921875e-05,"[-11, -10, -9]"
8-Puzzle,10,Hill Climbing (Random Restart),"(2, 7, 3, 4, 5, 0, 6, 1, 8)","(0, 1, 8, 3, 7, 5, 6, 4, 2)",-11,-6,-5,False,25,0.0002675056457519531,"[-9, -8, -6, -16, -15, -14, -14, -13, -14, -13, -12, -16, -15, -14, -14, -13, -12, -16, -15, -14, -13, -12, -17, -16, -10, -9]"
8-Puzzle,10,Simulated Annealing (Exponential),"(2, 7, 3, 4, 5, 0, 6, 1, 8)","(3, 7, 1, 0, 6, 8, 5, 4, 2)",-11,-13,2,False,974,0.0025463104248046875,"[-11, -10, -11, -10, -11, -10, -11, -10, -11, -12, -13, -12, -13, -14, -13, -14, -15, -14, -15, -14, -13, -14, -15, -14, -15, -16, -17, -16, -17, -16, -17, -16, -15, -14, -15, -14, -13, -14, -13, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -13, -14, -13, -12, -11, -10, -11, -10, -11, -12, -11, -10, -11, -12, -13, -12, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -12, -11, -10, -11, -12, -11, -10, -11, -10, -11, -12, -13, -12, -13, -12, -11, -12, -13, -12, -13, -12, -13, -12, -13, -14, -15, -16, -15, -16, -15, -14, -15, -14, -15, -14, -15, -14, -15, -16, -15, -14, -15, -14, -15, -14, -15, -16, -15, -14, -15, -16, -17, -18, -17, -16, -17, -16, -17, -16, -15, -16, -15, -14, -15, -16, -15, -14, -13, -14, -13, -12, -13, -14, -13, -14, -13, -14, -13, -12, -13, -12, -13, -12, -13, -14, -13, -12, -13, -12, -11, -10, -11, -10, -9, -10, -9, -8, -9, -10, -11, -12, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -12, -11, -12, -13, -14, -13, -12, -13, -12, -13, -14, -13, -14, -13, -12, -13, -14, -13, -14, -13, -12, -13, -12, -13, -12, -13, -14, -15, -14, -13, -14, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -14, -13, -14, -13, -14, -13, -12, -13, -14, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -11, -12, -11, -12, -11, -10, -11, -10, -11, -12, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -12, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -12, -13, -12, -11, -10, -11, -12, -11, -12, -13, -12, -13, -14, -13, -14, -13, -14, -13, -14, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -14, -13, -14, -13, -14, -13, -14, -15, -16, -17, -16, -15, -16, -15, -14, -15, -16, -15, -16, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -16, -15, -16, -17, -16, -15, -16, -17, -16, -17, -16, -15, -16, -15, -16, -15, -16, -15, -16, -15, -16, -15, -14, -15, -14, -15, -16, -15, -16, -17, -16, -15, -16, -15, -16, -15, -16, -15, -14, -15, -16, -15, -14, -15, -14, -15, -16, -15, -16, -15, -16, -15, -14, -15, -14, -15, -14, -13, -12, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -11, -10, -11, -10, -11, -12, -11, -12, -13, -12, -13, -14, -15, -16, -15, -14, -13, -14, -13, -12, -13, -12, -13, -12, -13, -14, -15, -16, -17, -16, -17, -18, -17, -16, -17, -16, -15, -16, -17, -16, -15, -14, -13, -14, -15, -16, -17, -16, -17, -16, -17, -18, -17, -18, -17, -16, -17, -18, -17, -18, -19, -20, -19, -18, -19, -18, -19, -18, -17, -16, -17, -16, -15, -14, -15, -14, -13, -14, -13, -14, -15, -14, -15, -16, -15, -14, -15, -16, -15, -14, -15, -14, -13, -14, -13, -14, -13, -14, -15, -14, -15, -14, -13, -14, -13, -14, -13, -14, -13, -12, -13, -14, -13, -14, -13, -12, -13, -14, -13, -14, -13, -14, -13, -12, -13, -12, -13, -12, -13, -14, -13, -12, -13, -12, -13, -12, -11, -12, -11, -12, -11, -12, -13, -14, -13, -14, -13, -14, -13, -14, -13, -12, -13, -14, -13, -12, -13, -12, -11, -10, -9, -10, -11, -10, -11, -10, -11, -10, -11, -10, -9, -8, -9, -10, -9, -10, -9, -10, -9, -10, -11, -10, -11, -10, -11, -10, -9, -10, -9, -10, -9, -8, -9, -8, -9, -10, -9, -10, -11, -10, -11, -12, -11, -10, -11, -10, -9, -10, -9, -10, -11, -12, -11, -10, -9, -10, -9, -10, -9, -8, -9, -10, -9, -8, -9, -8, -9, -10, -9, -8, -9, -8, -9, -10, -9, -8, -9, -10, -11, -10, -11, -10, -11, -12, -13, -14, -15, -16, -17, -16, -17, -18, -17, -18, -17, -18, -17, -16, -17, -16, -17, -16, -17, -16, -15, -14, -13, -14, -13, -14, -13, -12, -13, -12, -13, -14, -13, -12, -11, -10, -11, -10, -9, -8, -7, -8, -7, -8, -9, -10, -9, -8, -9, -10, -9, -8, -9, -8, -7, -8, -7, -6, -5, -4, -5, -4, -3, -4, -3, -2, -3, -2, -3, -4, -5, -6, -5, -6, -7, -6, -7, -8, -7, -8, -9, -10, -11, -10, -11, -12, -11, -10, -9, -10, -11, -12, -11, -10, -11, -10, -11, -12, -11, -12, -13, -12, -11, -10, -9, -10, -11, -12, -11, -12, -13, -14, -15, -14, -13, -14, -13, -14, -13, -14, -13, -12, -11, -10, -11, -10, -11, -12, -13, -12, -11, -10, -9, -10, -11, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -14, -13, -12, -13, -12, -13, -14, -15, -14, -13, -12, -13, -12, -13, -12, -13, -14, -15, -16, -15, -16, -15, -14, -15, -14, -15, -16, -15, -16, -15, -14, -15, -14, -15, -16, -15, -14, -15, -14, -13, -14, -13, -12, -13, -14, -15, -14, -15, -16, -15, -16, -15, -16, -17, -16, -17, -16, -17, -16, -17, -16, -15, -14, -13, -14, -13, -14, -15, -14, -15, -14, -13, -14, -13, -12, -13, -12, -13, -12, -13, -12, -13, -14, -13, -12, -11, -10, -11, -10, -11, -12, -13, -12, -11, -12, -13, -12, -13, -12, -13, -12, -13, -12, -11, -10, -11, -10, -9, -10, -9, -10, -11, -12, -13, -14, -13, -12, -11, -12, -13, -12, -11, -12, -11, -12, -13, -12, -13]"
8-Puzzle,10,Simulated Annealing (Linear),"(2, 7, 3, 4, 5, 0, 6, 1, 8)","(0, 7, 2, 3, 4, 5, 6, 8, 1)",-11,-6,-5,False,247,0.002401113510131836,"[-11, -10, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -10, -9, -8, -9, -8, -9, -8, -9, -8, -9, -10, -9, -10, -9, -10, -9, -10, -9, -10, -9, -10, -9, -8, -9, -8, -9, -8, -9, -8, -9, -10, -9, -10, -9, -8, -9, -10, -9, -10, -9, -10, -9, -8, -9, -10, -9, -8, -9, -8, -9, -10, -9, -8, -9, -8, -9, -8, -9, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -9, -10, -11, -10, -9, -8, -9, -8, -7, -8, -7, -6, -7, -6, -7, -6, -7, -6, -7, -6, -7, -6, -7, -6, -7, -8, -7, -6, -7, -8, -7, -8, -7, -8, -9, -8, -9, -8, -7, -6, -7, -6, -7, -8, -9, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -9, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -9, -8, -9, -8, -9, -8, -9, -8, -7, -6, -7, -8, -7, -6, -7, -6, -7, -8, -7, -6, -7, -6, -7, -6, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -6, -7, -6, -7, -8, -7, -6, -7, -6, -7, -6, -7, -8, -7, -6, -7, -6, -7, -6, -7, -8, -7, -8, -7, -6, -7, -6, -7, -6, -7, -6, -7, -8, -7, -6, -7, -6, -7, -6, -7, -6, -7, -6]"
8-Puzzle,11,Hill Climbing (Steepest),"(4, 2, 3, 8, 5, 7, 1, 0, 6)","(0, 2, 3, 4, 5, 7, 8, 1, 6)",-17,-14,-3,False,3,4.076957702636719e-05,"[-17, -16, -15, -14]"
8-Puzzle,11,Hill Climbing (First Choice),"(4, 2, 3, 8, 5, 7, 1, 0, 6)","(0, 4, 2, 8, 5, 3, 1, 6, 7)",-17,-12,-5,False,5,3.933906555175781e-05,"[-17, -16, -15, -14, -13, -12]"
8-Puzzle,11,Hill Climbing (Random Restart),"(4, 2, 3, 8, 5, 7, 1, 0, 6)","(2, 1, 0, 6, 3, 5, 4, 8, 7)",-17,-8,-9,False,27,0.0003383159637451172,"[-12, -11, -10, -9, -8, -14, -13, -12, -12, -11, -10, -9, -8, -12, -11, -10, -12, -15, -14, -13, -12, -11, -13, -12, -11, -10, -14, -13]"
8-Puzzle,11,Simulated Annealing (Exponential),"(4, 2, 3, 8, 5, 7, 1, 0, 6)","(2, 4, 0, 6, 8, 3, 1, 7, 5)",-17,-12,-5,False,971,0.0024728775024414062,"[-17, -16, -17, -18, -19, -18, -19, -18, -19, -18, -19, -18, -19, -18, -17, -16, -17, -16, -15, -16, -17, -16, -17, -18, -19, -18, -19, -18, -19, -18, -19, -18, -19, -18, -19, -18, -17, -18, -17, -16, -17, -18, -17, -18, -19, -20, -19, -18, -19, -18, -17, -16, -17, -16, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -16, -15, -16, -15, -16, -15, -16, -15, -16, -15, -14, -15, -16, -15, -14, -13, -12, -11, -10, -11, -10, -11, -10, -9, -8, -9, -10, -9, -10, -9, -10, -11, -10, -9, -8, -9, -8, -9, -8, -9, -10, -9, -8, -9, -10, -11, -12, -13, -14, -13, -12, -13, -14, -13, -14, -13, -12, -13, -14, -15, -14, -15, -14, -13, -12, -11, -12, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -12, -11, -12, -11, -12, -11, -12, -13, -14, -13, -14, -13, -14, -13, -12, -11, -12, -11, -10, -11, -10, -11, -12, -11, -10, -11, -12, -13, -14, -13, -14, -15, -16, -17, -18, -17, -16, -17, -16, -15, -16, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -16, -17, -16, -15, -14, -15, -16, -17, -18, -17, -16, -17, -16, -17, -18, -19, -20, -19, -20, -19, -20, -19, -18, -17, -18, -17, -18, -17, -16, -17, -18, -17, -18, -17, -16, -17, -18, -17, -16, -17, -18, -17, -18, -17, -18, -17, -18, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -18, -17, -18, -17, -18, -17, -18, -17, -18, -17, -18, -17, -18, -17, -18, -17, -18, -17, -18, -17, -16, -15, -16, -15, -16, -15, -16, -15, -16, -15, -14, -15, -14, -15, -14, -15, -16, -15, -16, -15, -16, -15, -16, -15, -14, -15, -16, -15, -16, -15, -14, -15, -14, -15, -16, -15, -16, -15, -16, -15, -14, -15, -14, -13, -14, -13, -14, -13, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -16, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -16, -15, -16, -15, -16, -15, -16, -15, -14, -13, -12, -13, -12, -11, -12, -11, -12, -13, -14, -15, -16, -15, -14, -13, -14, -13, -14, -15, -16, -15, -14, -15, -14, -13, -14, -15, -14, -13, -14, -13, -14, -13, -14, -13, -14, -13, -14, -15, -14, -15, -14, -13, -12, -11, -12, -11, -12, -11, -12, -13, -12, -13, -12, -11, -12, -11, -10, -11, -10, -11, -10, -11, -12, -13, -14, -15, -14, -15, -16, -15, -16, -15, -14, -15, -16, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -13, -14, -15, -14, -13, -14, -13, -14, -13, -12, -11, -12, -11, -12, -13, -12, -13, -12, -13, -14, -15, -14, -15, -14, -15, -16, -17, -16, -15, -14, -13, -12, -13, -14, -13, -12, -11, -10, -11, -12, -11, -12, -13, -14, -13, -14, -13, -14, -13, -14, -15, -16, -15, -16, -15, -16, -15, -14, -15, -14, -13, -14, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -11, -10, -11, -12, -11, -10, -9, -8, -9, -10, -9, -10, -9, -10, -11, -10, -11, -12, -13, -14, -13, -12, -13, -12, -13, -12, -11, -10, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -7, -8, -7, -6, -7, -8, -7, -6, -7, -8, -7, -6, -7, -6, -7, -6, -7, -8, -7, -8, -9, -8, -7, -8, -7, -8, -7, -6, -7, -6, -7, -8, -7, -6, -7, -6, -7, -6, -7, -6, -7, -8, -7, -8, -9, -10, -9, -10, -9, -10, -9, -8, -7, -8, -7, -6, -5, -6, -5, -6, -7, -6, -7, -8, -7, -8, -9, -8, -9, -8, -7, -6, -7, -6, -7, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -10, -9, -10, -9, -10, -9, -10, -9, -10, -9, -8, -9, -10, -11, -10, -9, -8, -9, -8, -9, -8, -9, -10, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -10, -9, -8, -7, -6, -5, -6, -5, -6, -5, -4, -5, -6, -5, -6, -7, -8, -9, -10, -9, -10, -9, -10, -11, -10, -9, -10, -9, -10, -11, -12, -11, -12, -11, -10, -11, -10, -11, -10, -11, -10, -9, -8, -7, -6, -7, -8, -7, -6, -7, -6, -7, -6, -7, -6, -7, -8, -7, -6, -7, -6, -7, -6, -7, -8, -9, -8, -9, -8, -9, -10, -9, -8, -9, -8, -9, -8, -7, -8, -9, -8, -9, -8, -7, -8, -9, -10, -9, -8, -9, -8, -9, -8, -9, -10, -9, -8, -9, -10, -9, -8, -9, -8, -9, -10, -9, -8, -9, -8, -9, -10, -9, -8, -9, -8, -9, -10, -9, -10, -11, -10, -9, -10, -9, -10, -9, -10, -9, -10, -9, -8, -9, -10, -9, -10, -11, -10, -11, -10, -11, -10, -9, -10, -11, -10, -11, -12, -11, -12, -11, -12, -13, -12, -13, -12, -11, -10, -11, -10, -11, -12, -13, -12, -11, -12, -11, -10, -11, -12, -13, -14, -13, -14, -13, -12, -11, -12, -11, -12, -13, -14, -15, -16, -15, -16, -15, -16, -17, -16, -15, -14, -15, -16, -15, -14, -15, -16, -17, -18, -17, -16, -15, -16, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -13, -14, -15, -14, -15, -16, -15, -14, -15, -14, -15, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -15, -14, -13, -12]"
8-Puzzle,11,Simulated Annealing (Linear),"(4, 2, 3, 8, 5, 7, 1, 0, 6)","(2, 1, 0, 8, 5, 4, 6, 3, 7)",-17,-10,-7,False,223,0.0023190975189208984,"[-17, -16, -17, -16, -15, -14, -13, -12, -13, -12, -13, -12, -11, -12, -13, -14, -13, -12, -13, -12, -13, -12, -13, -12, -13, -14, -13, -14, -15, -14, -13, -12, -13, -12, -11, -12, -13, -14, -13, -14, -13, -12, -13, -12, -13, -12, -13, -12, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -12, -11, -12, -11, -10, -11, -10, -11, -12, -11, -10, -11, -10, -11, -12, -11, -12, -11, -10, -11, -12, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -12, -11, -12, -11, -12, -11, -10, -11, -12, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -12, -13, -12, -13, -12, -13, -12, -13, -14, -13, -12, -13, -12, -13, -14, -15, -14, -15, -16, -15, -16, -15, -14, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -14, -13, -12, -11, -12, -11, -10, -11, -10, -11, -10, -11, -10, -11, -12, -11, -10, -11, -10, -11, -10, -11, -12, -11, -10, -11, -10, -11, -12, -11, -10, -11, -12, -11, -10, -11, -10, -11, -10, -11, -12, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10]"
8-Puzzle,12,Hill Climbing (Steepest),"(6, 3, 4, 0, 1, 8, 7, 2, 5)","(0, 1, 4, 3, 2, 8, 6, 7, 5)",-13,-6,-7,False,7,5.793571472167969e-05,"[-13, -12, -11, -10, -9, -8, -7, -6]"
