Problem,Instance,Algorithm,Initial State,Final State,Initial Value,Final Value,Value Improvement,Solution Found,Steps,Runtime,Value History
8-Queens,13,Simulated Annealing (Linear),"(2, 0, 1, 6, 4, 3, 7, 5)","(6, 3, 1, 4, 7, 0, 2, 5)",-3,0,-3,True,224,0.019583702087402344,"[-3, -3, -2, -3, -3, -4, -4, -4, -4, -5, -5, -8, -9, -6, -5, -5, -5, -7, -7, -7, -5, -7, -6, -6, -6, -6, -5, -5, -4, -2, -2, -3, -5, -5, -4, -5, -6, -7, -8, -9, -8, -9, -8, -5, -4, -3, -5, -4, -3, -2, -3, -4, -3, -3, -3, -4, -4, -5, -5, -5, -6, -7, -8, -7, -8, -5, -5, -5, -5, -6, -6, -8, -6, -6, -5, -4, -3, -3, -3, -1, -2, -2, -2, -4, -5, -4, -6, -5, -5, -7, -7, -6, -6, -5, -5, -4, -5, -5, -4, -3, -3, -2, -3, -3, -3, -2, -2, -3, -4, -4, -4, -3, -4, -4, -4, -4, -4, -4, -3, -3, -3, -3, -4, -4, -4, -4, -5, -5, -4, -3, -3, -3, -3, -3, -3, -3, -4, -4, -6, -7, -8, -6, -5, -6, -5, -5, -5, -4, -5, -5, -6, -5, -4, -4, -5, -5, -5, -6, -6, -6, -6, -6, -8, -7, -6, -7, -7, -7, -6, -4, -4, -4, -4, -5, -5, -5, -6, -7, -7, -5, -5, -5, -5, -4, -3, -4, -4, -5, -6, -5, -4, -2, -2, -2, -3, -2, -1, -3, -3, -3, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 0, -1, -1, -2, -2, -1, -1, -1, -1, -1, 0]"
8-Queens,14,Hill Climbing (Steepest),"(2, 5, 0, 1, 4, 6, 7, 3)","(2, 5, 1, 6, 4, 0, 7, 3)",-3,0,-3,True,3,0.0016551017761230469,"[-3, -2, -1, 0]"
8-Queens,14,Hill Climbing (First Choice),"(2, 5, 0, 1, 4, 6, 7, 3)","(2, 5, 5, 1, 4, 0, 7, 3)",-3,-1,-2,False,2,0.000522613525390625,"[-3, -2, -1]"
8-Queens,14,Hill Climbing (Random Restart),"(2, 5, 0, 1, 4, 6, 7, 3)","(4, 0, 7, 3, 1, 6, 2, 5)",-3,0,-3,True,29,0.01052236557006836,"[-3, -2, -1, -3, -2, -1, 0, -3, -2, -1, -2, -1, -2, -5, -4, -3, -2, -1, -6, -4, -3, -2, -1, -5, -4, -3, -2, -1, 0, -3]"
8-Queens,14,Simulated Annealing (Exponential),"(2, 5, 0, 1, 4, 6, 7, 3)","(2, 0, 6, 3, 3, 6, 6, 6)",-3,-11,8,False,959,0.016514301300048828,"[-3, -6, -8, -7, -8, -10, -10, -9, -7, -11, -11, -10, -9, -9, -11, -11, -11, -11, -10, -7, -11, -8, -7, -7, -7, -8, -8, -8, -6, -7, -7, -5, -6, -5, -5, -8, -6, -7, -8, -5, -6, -6, -6, -4, -5, -6, -7, -8, -9, -9, -8, -5, -8, -11, -7, -6, -5, -6, -5, -6, -6, -5, -4, -6, -4, -5, -8, -9, -6, -7, -8, -7, -7, -7, -11, -8, -8, -8, -7, -7, -6, -5, -4, -5, -5, -7, -6, -8, -5, -7, -6, -8, -7, -6, -7, -4, -3, -5, -7, -7, -10, -7, -6, -4, -7, -9, -7, -10, -11, -10, -6, -7, -8, -7, -6, -7, -4, -6, -9, -10, -13, -14, -11, -11, -14, -13, -13, -10, -7, -6, -6, -4, -5, -6, -9, -9, -11, -8, -8, -7, -8, -8, -6, -6, -8, -11, -11, -9, -7, -9, -9, -7, -9, -7, -10, -7, -5, -7, -6, -5, -6, -10, -10, -9, -8, -7, -5, -7, -9, -10, -11, -11, -8, -7, -6, -3, -3, -3, -3, -3, -4, -5, -6, -5, -6, -8, -9, -6, -8, -9, -6, -6, -5, -3, -4, -4, -7, -6, -7, -7, -8, -11, -10, -8, -5, -5, -5, -6, -9, -8, -6, -5, -6, -8, -9, -6, -6, -5, -5, -6, -8, -6, -7, -6, -6, -6, -6, -6, -7, -7, -5, -5, -7, -7, -6, -5, -5, -4, -5, -7, -7, -7, -7, -8, -11, -10, -8, -7, -9, -6, -8, -9, -9, -12, -9, -11, -9, -7, -7, -9, -7, -7, -9, -7, -10, -9, -9, -8, -8, -8, -6, -8, -12, -8, -10, -9, -8, -9, -8, -9, -10, -8, -9, -13, -13, -12, -11, -7, -10, -10, -10, -10, -7, -8, -8, -7, -8, -7, -6, -6, -8, -9, -12, -16, -11, -10, -9, -9, -10, -8, -9, -8, -6, -5, -9, -8, -11, -8, -7, -7, -5, -3, -5, -6, -5, -6, -5, -7, -7, -6, -4, -2, -3, -3, -5, -4, -3, -4, -3, -3, -4, -4, -6, -7, -7, -11, -10, -9, -11, -7, -8, -11, -8, -8, -8, -6, -5, -7, -11, -9, -8, -7, -6, -6, -8, -9, -7, -5, -6, -7, -6, -6, -7, -10, -8, -11, -10, -9, -8, -9, -7, -5, -5, -6, -7, -5, -4, -6, -6, -6, -5, -7, -3, -2, -3, -3, -3, -4, -6, -7, -8, -7, -8, -7, -9, -10, -7, -7, -7, -7, -8, -11, -11, -9, -11, -8, -9, -9, -6, -5, -8, -7, -6, -7, -7, -7, -7, -5, -7, -7, -6, -4, -3, -4, -3, -4, -4, -4, -5, -5, -7, -7, -7, -9, -7, -8, -8, -7, -8, -7, -7, -7, -5, -6, -10, -9, -9, -13, -11, -11, -12, -13, -15, -13, -15, -15, -13, -15, -11, -12, -10, -8, -7, -6, -7, -7, -7, -8, -7, -6, -6, -7, -8, -7, -8, -8, -8, -6, -6, -6, -8, -6, -6, -7, -6, -6, -7, -6, -5, -5, -6, -8, -9, -11, -9, -10, -7, -6, -9, -5, -7, -11, -7, -7, -6, -4, -3, -4, -4, -5, -6, -7, -8, -8, -6, -8, -9, -11, -7, -7, -6, -6, -5, -6, -6, -8, -6, -8, -9, -7, -7, -12, -8, -6, -6, -8, -7, -8, -9, -11, -9, -7, -7, -7, -9, -9, -8, -8, -8, -11, -10, -11, -13, -12, -7, -7, -6, -3, -6, -5, -5, -5, -5, -5, -7, -8, -9, -7, -8, -7, -6, -4, -7, -8, -7, -8, -9, -9, -9, -10, -8, -7, -6, -8, -11, -12, -11, -10, -12, -10, -8, -9, -8, -9, -6, -7, -10, -8, -7, -7, -8, -7, -6, -7, -5, -5, -5, -8, -7, -5, -8, -9, -7, -6, -5, -6, -8, -9, -7, -7, -7, -7, -8, -8, -8, -8, -8, -6, -9, -7, -6, -6, -7, -6, -7, -6, -7, -8, -9, -8, -12, -10, -10, -9, -10, -12, -15, -12, -9, -8, -9, -12, -9, -8, -10, -8, -6, -6, -7, -6, -7, -9, -10, -9, -9, -8, -8, -7, -4, -7, -5, -6, -7, -9, -11, -9, -9, -8, -5, -4, -6, -9, -9, -8, -5, -5, -7, -5, -7, -5, -4, -4, -2, -3, -3, -5, -6, -9, -8, -9, -7, -7, -10, -10, -7, -6, -6, -6, -6, -7, -13, -9, -7, -9, -10, -9, -6, -7, -6, -7, -9, -8, -9, -10, -9, -10, -7, -8, -4, -4, -5, -7, -7, -7, -6, -8, -8, -8, -6, -7, -8, -7, -6, -5, -5, -5, -5, -5, -6, -7, -8, -7, -6, -8, -6, -7, -8, -9, -8, -6, -8, -8, -8, -10, -12, -10, -8, -6, -6, -6, -7, -7, -7, -10, -9, -7, -5, -6, -5, -4, -5, -6, -6, -4, -4, -4, -5, -5, -8, -6, -5, -6, -9, -11, -9, -7, -6, -6, -8, -8, -10, -9, -11, -11, -8, -9, -9, -9, -7, -7, -8, -8, -6, -7, -6, -8, -6, -7, -8, -10, -9, -8, -11, -8, -6, -7, -7, -6, -5, -8, -6, -7, -5, -8, -9, -7, -9, -9, -8, -6, -4, -5, -7, -6, -3, -4, -4, -4, -4, -8, -7, -7, -6, -4, -2, -3, -2, -4, -4, -4, -8, -8, -10, -9, -7, -8, -7, -6, -6, -8, -8, -7, -6, -7, -8, -10, -9, -8, -4, -5, -5, -6, -6, -5, -5, -7, -7, -5, -5, -4, -3, -5, -7, -7, -7, -8, -6, -5, -5, -5, -7, -9, -10, -10, -7, -11, -15, -14, -12, -11, -9, -9, -8, -7, -7, -8, -8, -8, -8, -9, -11, -13, -14, -12, -12, -13, -8, -10, -7, -10, -10, -6, -8, -11, -11, -7, -7, -4, -4, -7, -8, -9, -9, -10, -11, -10, -12, -11, -11, -11]"
8-Queens,14,Simulated Annealing (Linear),"(2, 5, 0, 1, 4, 6, 7, 3)","(2, 3, 7, 0, 4, 6, 1, 5)",-3,-1,-2,False,216,0.020977020263671875,"[-3, -2, -2, -2, -2, -5, -5, -4, -5, -4, -4, -4, -5, -5, -4, -3, -4, -6, -5, -4, -3, -4, -4, -4, -2, -4, -4, -4, -5, -4, -3, -3, -3, -4, -3, -4, -4, -3, -3, -5, -5, -5, -5, -4, -4, -3, -4, -4, -4, -4, -4, -4, -3, -4, -4, -5, -6, -8, -7, -7, -7, -3, -3, -3, -5, -4, -5, -4, -4, -3, -2, -2, -2, -2, -2, -3, -3, -3, -5, -5, -3, -2, -1, -2, -4, -3, -2, -3, -1, -1, -2, -2, -2, -3, -3, -4, -4, -4, -4, -5, -5, -5, -4, -3, -2, -3, -2, -2, -2, -3, -4, -3, -3, -3, -4, -3, -3, -4, -6, -6, -5, -7, -8, -7, -7, -7, -4, -3, -2, -2, -3, -3, -3, -2, -3, -1, -1, -1, -2, -2, -2, -2, -3, -2, -2, -1, -2, -2, -3, -3, -4, -4, -4, -3, -4, -4, -2, -3, -4, -3, -3, -3, -3, -3, -3, -2, -2, -2, -3, -3, -3, -3, -3, -3, -3, -2, -2, -3, -2, -3, -2, -1, -2, -1, -1, -1, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
8-Queens,15,Hill Climbing (Steepest),"(4, 2, 0, 5, 7, 6, 1, 3)","(6, 2, 0, 5, 7, 4, 1, 3)",-2,0,-2,True,2,0.0009267330169677734,"[-2, -1, 0]"
8-Queens,15,Hill Climbing (First Choice),"(4, 2, 0, 5, 7, 6, 1, 3)","(6, 2, 0, 5, 7, 4, 1, 3)",-2,0,-2,True,2,0.0010101795196533203,"[-2, -1, 0]"
8-Queens,15,Hill Climbing (Random Restart),"(4, 2, 0, 5, 7, 6, 1, 3)","(2, 5, 1, 6, 0, 3, 7, 4)",-2,0,-2,True,25,0.008882761001586914,"[-3, -3, -3, -2, -3, -2, -1, -4, -2, -9, -6, -4, -3, -2, -3, -2, -1, -4, -3, 0, -6, -4, -2, -1, -4, -3]"
8-Queens,15,Simulated Annealing (Exponential),"(4, 2, 0, 5, 7, 6, 1, 3)","(1, 3, 3, 4, 2, 3, 2, 6)",-2,-9,7,False,963,0.02003931999206543,"[-2, -5, -7, -10, -8, -7, -9, -9, -6, -7, -5, -6, -6, -5, -6, -4, -7, -4, -6, -8, -8, -8, -6, -5, -8, -6, -5, -5, -4, -5, -7, -9, -9, -7, -6, -7, -6, -6, -5, -5, -6, -8, -8, -7, -6, -5, -2, -4, -5, -6, -7, -6, -5, -7, -8, -11, -8, -8, -7, -5, -5, -8, -5, -5, -6, -7, -8, -8, -8, -7, -10, -10, -8, -9, -8, -7, -5, -7, -10, -7, -6, -6, -7, -8, -10, -9, -9, -8, -7, -11, -13, -10, -9, -13, -13, -9, -10, -7, -9, -7, -7, -8, -7, -10, -13, -11, -13, -10, -11, -9, -8, -7, -8, -8, -8, -8, -7, -8, -8, -9, -8, -7, -6, -4, -6, -7, -6, -7, -8, -7, -7, -8, -7, -6, -7, -7, -8, -6, -5, -5, -5, -6, -5, -5, -6, -8, -7, -7, -8, -8, -5, -6, -10, -8, -9, -8, -11, -8, -10, -8, -6, -7, -5, -6, -10, -7, -7, -11, -13, -16, -13, -9, -9, -7, -7, -7, -7, -5, -8, -6, -7, -5, -5, -5, -6, -5, -8, -7, -6, -7, -8, -8, -7, -7, -10, -9, -9, -8, -7, -6, -6, -7, -8, -12, -13, -11, -9, -6, -6, -7, -7, -8, -9, -10, -10, -8, -7, -7, -7, -11, -10, -10, -11, -9, -10, -7, -8, -7, -6, -7, -6, -6, -8, -9, -7, -6, -8, -8, -7, -8, -8, -7, -10, -9, -8, -8, -9, -10, -12, -10, -12, -10, -9, -7, -8, -11, -11, -8, -12, -12, -12, -11, -8, -11, -10, -8, -7, -4, -7, -7, -9, -8, -8, -10, -11, -15, -10, -11, -7, -7, -8, -6, -6, -7, -9, -11, -11, -9, -6, -6, -7, -7, -7, -6, -6, -6, -4, -5, -6, -5, -5, -5, -4, -3, -3, -4, -3, -4, -4, -4, -5, -4, -5, -6, -7, -9, -8, -9, -7, -8, -7, -9, -9, -8, -10, -10, -8, -8, -6, -8, -10, -8, -7, -8, -6, -6, -5, -7, -6, -8, -9, -11, -9, -9, -8, -6, -6, -5, -4, -5, -6, -4, -5, -4, -3, -5, -4, -4, -5, -3, -3, -2, -3, -6, -9, -8, -7, -7, -5, -6, -7, -6, -5, -5, -7, -7, -8, -8, -8, -7, -8, -8, -10, -11, -10, -7, -4, -4, -6, -7, -9, -12, -10, -12, -9, -9, -9, -8, -8, -9, -10, -9, -12, -8, -7, -7, -7, -7, -8, -8, -8, -8, -6, -5, -6, -4, -4, -7, -8, -7, -8, -7, -6, -8, -7, -7, -7, -6, -6, -5, -6, -6, -7, -6, -9, -6, -4, -4, -6, -9, -6, -7, -8, -11, -13, -11, -13, -11, -11, -9, -10, -9, -10, -8, -10, -9, -8, -7, -6, -7, -7, -7, -6, -6, -6, -7, -7, -7, -10, -7, -5, -5, -8, -7, -6, -5, -6, -7, -7, -7, -7, -5, -6, -7, -8, -7, -5, -4, -3, -4, -3, -5, -6, -7, -7, -7, -7, -8, -9, -9, -7, -8, -4, -3, -6, -9, -8, -12, -12, -12, -12, -11, -10, -9, -7, -6, -6, -6, -8, -7, -7, -6, -9, -6, -6, -6, -5, -7, -4, -7, -8, -8, -7, -5, -6, -7, -5, -5, -6, -5, -7, -9, -10, -8, -8, -7, -8, -9, -11, -9, -11, -10, -11, -7, -7, -7, -9, -7, -6, -6, -8, -6, -7, -7, -11, -9, -8, -7, -11, -9, -10, -9, -7, -9, -11, -12, -10, -11, -8, -9, -7, -7, -9, -10, -10, -10, -7, -8, -7, -7, -8, -9, -9, -12, -11, -9, -7, -7, -7, -6, -5, -3, -5, -5, -7, -7, -8, -10, -7, -6, -7, -5, -6, -5, -6, -6, -5, -5, -7, -9, -7, -8, -9, -8, -8, -8, -10, -11, -10, -9, -9, -8, -6, -7, -8, -6, -7, -9, -5, -6, -8, -9, -9, -6, -4, -6, -7, -6, -7, -10, -12, -14, -10, -9, -8, -9, -6, -6, -6, -3, -5, -7, -8, -8, -8, -7, -8, -11, -9, -7, -6, -6, -4, -4, -3, -5, -6, -8, -8, -8, -6, -6, -8, -7, -6, -9, -9, -9, -9, -6, -7, -7, -7, -7, -5, -6, -6, -4, -7, -8, -9, -10, -11, -9, -8, -9, -9, -8, -6, -7, -6, -7, -9, -8, -10, -7, -7, -8, -7, -8, -8, -5, -8, -9, -8, -7, -7, -7, -8, -6, -7, -7, -6, -8, -6, -6, -6, -6, -5, -5, -6, -6, -7, -9, -10, -9, -9, -7, -11, -10, -12, -11, -8, -6, -7, -6, -8, -8, -9, -11, -10, -8, -10, -11, -13, -9, -9, -9, -9, -7, -7, -8, -8, -8, -10, -9, -10, -7, -9, -7, -9, -9, -11, -12, -9, -11, -10, -12, -9, -11, -8, -10, -11, -10, -10, -6, -6, -8, -5, -5, -8, -5, -5, -7, -6, -6, -6, -7, -6, -8, -9, -7, -8, -6, -8, -7, -6, -5, -4, -6, -7, -7, -8, -7, -8, -8, -7, -6, -6, -6, -6, -10, -11, -9, -8, -6, -7, -6, -6, -6, -6, -7, -7, -6, -6, -9, -8, -7, -8, -9, -8, -9, -9, -7, -7, -6, -5, -5, -8, -10, -10, -10, -11, -13, -10, -9, -11, -8, -7, -8, -9, -8, -10, -7, -7, -10, -7, -7, -8, -7, -7, -7, -7, -6, -8, -7, -6, -6, -6, -6, -7, -9, -9, -7, -8, -8, -7, -7, -8, -5, -6, -7, -6, -3, -5, -5, -7, -8, -10, -8, -7, -8, -9, -10, -7, -6, -5, -7, -6, -6, -7, -7, -8, -9, -10, -10, -10, -7, -6, -8, -12, -10, -9, -10, -13, -9, -5, -8, -12, -10, -10, -10, -9, -7, -6, -6, -8, -9, -11, -9, -10, -12, -12, -9, -7, -8, -9, -9, -8, -7, -10, -12, -10, -9]"
8-Queens,15,Simulated Annealing (Linear),"(4, 2, 0, 5, 7, 6, 1, 3)","(1, 4, 6, 3, 0, 7, 5, 2)",-2,0,-2,True,207,0.019118785858154297,"[-2, -2, -2, -2, -3, -3, -3, -4, -4, -3, -3, -3, -2, -3, -6, -6, -6, -6, -4, -5, -5, -5, -4, -6, -5, -5, -5, -5, -6, -6, -6, -6, -6, -6, -8, -8, -5, -4, -4, -5, -5, -4, -4, -4, -4, -4, -2, -3, 0, -1, -1, -2, -5, -6, -5, -5, -6, -6, -7, -4, -5, -5, -7, -7, -6, -6, -6, -6, -7, -6, -3, -3, -3, -7, -7, -7, -7, -6, -4, -4, -5, -4, -5, -5, -5, -4, -5, -4, -4, -4, -4, -6, -5, -4, -5, -4, -5, -6, -5, -7, -6, -6, -4, -4, -4, -4, -4, -4, -2, -1, -2, -1, -2, -3, -3, -5, -6, -6, -8, -10, -8, -7, -7, -7, -7, -6, -4, -2, -2, -2, -3, -3, -4, -5, -4, -3, -3, -3, -3, -3, -3, -4, -4, -5, -5, -4, -4, -4, -5, -5, -4, -3, -3, -2, -3, -2, -2, -2, -2, -2, -2, -2, -2, -2, -3, -2, -2, -2, -2, -3, -3, -3, -3, -3, -2, -2, -2, -2, -2, -2, -4, -5, -4, -4, -4, -4, -3, -3, -3, -3, -3, -3, -3, -4, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, 0]"
8-Queens,16,Hill Climbing (Steepest),"(3, 1, 6, 7, 0, 4, 2, 5)","(6, 1, 3, 7, 0, 4, 2, 5)",-3,-1,-2,False,2,0.0007810592651367188,"[-3, -2, -1]"
8-Queens,16,Hill Climbing (First Choice),"(3, 1, 6, 7, 0, 4, 2, 5)","(3, 1, 4, 7, 0, 6, 2, 5)",-3,-1,-2,False,2,0.0005996227264404297,"[-3, -2, -1]"
8-Queens,16,Hill Climbing (Random Restart),"(3, 1, 6, 7, 0, 4, 2, 5)","(2, 4, 6, 0, 3, 1, 7, 5)",-3,0,-3,True,40,0.011973381042480469,"[-7, -4, -2, -1, 0, -7, -4, -2, -1, -4, -2, -1, 0, -5, -3, -2, -1, -5, -3, -2, -1, -4, -3, -1, -4, -3, -2, -8, -5, -3, -2, -1, 0, -7, -5, -3, -2, -6, -4, -2, -1]"
8-Queens,16,Simulated Annealing (Exponential),"(3, 1, 6, 7, 0, 4, 2, 5)","(7, 3, 7, 3, 5, 7, 4, 7)",-3,-10,7,False,970,0.017777442932128906,"[-3, -7, -7, -8, -7, -6, -8, -7, -3, -6, -7, -7, -8, -7, -7, -7, -7, -5, -8, -8, -7, -8, -10, -11, -9, -10, -6, -6, -7, -7, -7, -7, -9, -7, -9, -11, -8, -7, -7, -5, -7, -9, -9, -11, -13, -11, -7, -7, -7, -7, -6, -7, -6, -5, -6, -7, -6, -8, -9, -9, -10, -9, -8, -9, -10, -8, -5, -6, -3, -5, -7, -7, -5, -8, -10, -10, -13, -12, -9, -9, -7, -5, -7, -7, -8, -7, -9, -7, -8, -8, -11, -8, -9, -8, -9, -10, -8, -9, -9, -9, -8, -10, -9, -11, -11, -11, -10, -10, -11, -11, -12, -9, -9, -9, -9, -12, -12, -13, -10, -12, -10, -11, -14, -12, -11, -9, -8, -8, -7, -6, -6, -6, -9, -7, -6, -6, -9, -7, -9, -9, -9, -10, -9, -11, -13, -10, -8, -10, -11, -12, -11, -10, -8, -13, -13, -11, -13, -11, -7, -9, -7, -7, -8, -11, -14, -12, -11, -7, -5, -6, -7, -5, -6, -4, -6, -7, -7, -5, -4, -5, -4, -5, -7, -11, -11, -10, -11, -6, -8, -9, -10, -9, -10, -10, -7, -7, -10, -8, -6, -4, -4, -3, -6, -6, -6, -7, -9, -10, -6, -6, -8, -8, -10, -10, -6, -7, -8, -8, -5, -5, -4, -2, -3, -4, -6, -6, -7, -7, -6, -5, -6, -5, -8, -6, -8, -9, -6, -7, -6, -6, -9, -10, -10, -11, -9, -10, -12, -13, -15, -19, -17, -17, -13, -14, -12, -9, -9, -8, -9, -9, -11, -10, -9, -10, -7, -8, -10, -11, -10, -7, -6, -5, -6, -8, -6, -7, -8, -10, -9, -6, -5, -5, -4, -4, -4, -7, -9, -9, -9, -10, -11, -10, -10, -7, -7, -9, -10, -7, -9, -9, -6, -7, -7, -4, -5, -4, -3, -4, -5, -7, -5, -5, -8, -5, -6, -7, -10, -9, -9, -9, -9, -8, -9, -7, -6, -8, -7, -8, -7, -7, -6, -7, -7, -6, -7, -8, -12, -12, -12, -9, -10, -9, -7, -7, -8, -7, -7, -5, -6, -7, -9, -10, -9, -10, -9, -7, -7, -7, -9, -10, -10, -11, -9, -9, -10, -7, -6, -5, -6, -8, -11, -8, -6, -6, -6, -6, -8, -5, -8, -8, -6, -7, -7, -8, -8, -8, -10, -12, -7, -9, -8, -7, -7, -8, -7, -6, -6, -5, -6, -4, -6, -4, -4, -7, -7, -8, -5, -5, -6, -7, -9, -9, -10, -7, -7, -8, -10, -10, -10, -8, -6, -6, -4, -5, -8, -9, -9, -8, -8, -8, -9, -7, -7, -8, -8, -8, -7, -6, -4, -7, -8, -7, -8, -8, -9, -6, -6, -7, -7, -7, -10, -12, -11, -14, -17, -15, -17, -12, -11, -12, -8, -9, -8, -9, -11, -10, -10, -8, -10, -8, -7, -7, -7, -7, -6, -6, -9, -12, -12, -11, -12, -10, -11, -9, -14, -12, -12, -10, -9, -12, -14, -12, -11, -10, -9, -7, -8, -6, -6, -5, -7, -10, -12, -11, -10, -9, -10, -9, -6, -8, -11, -9, -12, -9, -9, -7, -6, -6, -7, -5, -7, -9, -9, -9, -6, -7, -6, -8, -7, -5, -7, -8, -8, -5, -5, -6, -7, -6, -9, -6, -8, -9, -10, -10, -7, -7, -8, -5, -6, -4, -4, -8, -7, -6, -8, -8, -6, -7, -8, -7, -8, -11, -8, -7, -6, -5, -5, -8, -9, -12, -12, -8, -9, -11, -9, -8, -8, -9, -10, -8, -7, -10, -10, -10, -7, -9, -7, -10, -9, -8, -8, -8, -9, -7, -4, -5, -7, -9, -10, -9, -11, -10, -9, -11, -11, -10, -11, -11, -8, -7, -10, -7, -5, -5, -5, -6, -8, -8, -5, -6, -5, -5, -6, -5, -8, -10, -8, -7, -4, -5, -7, -6, -5, -5, -5, -6, -5, -5, -7, -8, -11, -12, -12, -13, -12, -12, -12, -9, -10, -9, -12, -11, -10, -10, -9, -10, -9, -7, -7, -8, -7, -9, -7, -8, -8, -8, -11, -10, -12, -8, -8, -8, -8, -8, -8, -8, -7, -8, -7, -7, -8, -9, -10, -6, -6, -6, -7, -6, -6, -8, -7, -8, -9, -8, -8, -9, -9, -10, -8, -7, -6, -7, -8, -12, -11, -9, -14, -9, -11, -11, -12, -14, -10, -8, -7, -6, -6, -5, -8, -7, -10, -10, -7, -7, -7, -7, -10, -9, -7, -6, -9, -9, -8, -7, -7, -9, -7, -8, -7, -8, -5, -4, -4, -5, -4, -4, -4, -6, -4, -4, -4, -5, -6, -9, -10, -8, -8, -8, -5, -6, -4, -5, -5, -6, -7, -8, -9, -7, -6, -6, -7, -8, -8, -7, -9, -8, -10, -12, -10, -12, -11, -12, -9, -10, -9, -6, -9, -9, -7, -5, -5, -8, -8, -11, -9, -9, -9, -7, -6, -9, -11, -9, -9, -9, -7, -6, -4, -5, -7, -8, -8, -11, -9, -9, -8, -7, -6, -4, -5, -7, -9, -7, -5, -6, -7, -9, -7, -8, -8, -7, -9, -7, -5, -5, -4, -5, -5, -7, -7, -6, -5, -5, -7, -7, -6, -6, -7, -8, -5, -5, -3, -3, -3, -5, -7, -8, -6, -8, -8, -7, -6, -5, -5, -5, -4, -7, -6, -8, -8, -7, -5, -5, -6, -6, -7, -9, -12, -12, -10, -15, -11, -9, -6, -9, -10, -12, -12, -10, -10, -10, -12, -12, -11, -14, -10, -12, -11, -10, -10, -9, -8, -12, -11, -8, -6, -6, -6, -5, -9, -9, -9, -7, -7, -6, -7, -7, -9, -9, -8, -10, -9, -8, -9, -7, -6, -7, -7, -8, -8, -8, -8, -7, -7, -4, -6, -8, -8, -9, -8, -5, -6, -5, -4, -3, -4, -5, -6, -4, -5, -5, -3, -4, -6, -6, -6, -9, -9, -9, -9, -7, -5, -6, -4, -7, -8, -7, -11, -9, -12, -11, -10]"
8-Queens,16,Simulated Annealing (Linear),"(3, 1, 6, 7, 0, 4, 2, 5)","(4, 2, 0, 5, 7, 1, 3, 6)",-3,0,-3,True,237,0.01921844482421875,"[-3, -2, -2, -2, -3, -3, -3, -4, -5, -5, -4, -5, -4, -4, -4, -5, -5, -4, -3, -6, -6, -7, -4, -5, -5, -5, -5, -5, -4, -5, -4, -3, -2, -3, -5, -4, -4, -5, -5, -5, -5, -4, -5, -5, -4, -4, -4, -4, -4, -3, -3, -3, -4, -3, -3, -3, -3, -3, -2, -3, -5, -6, -4, -5, -6, -5, -5, -4, -3, -3, -3, -3, -3, -4, -3, -3, -4, -4, -4, -5, -3, -4, -3, -3, -3, -3, -3, -3, -5, -3, -3, -3, -3, -5, -5, -5, -4, -4, -3, -3, -3, -3, -3, -3, -4, -4, -4, -3, -4, -2, -2, -3, -3, -3, -4, -4, -4, -7, -5, -5, -5, -3, -3, -3, -4, -4, -4, -4, -3, -3, -1, -3, -4, -3, -2, -4, -4, -5, -4, -4, -4, -4, -4, -4, -4, -6, -6, -5, -4, -3, -2, -2, -2, -3, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -4, -3, -2, -2, -3, -3, -3, -3, -3, -3, -4, -4, -4, -4, -4, -4, -3, -3, -4, -4, -3, -3, -4, -4, -3, -3, -4, -3, -3, -3, -3, -3, -3, -4, -4, -3, -3, -3, -3, -3, -3, -4, -4, -4, -4, -3, -2, -2, -3, -3, -3, -2, -2, -2, -2, -2, -3, -4, -4, -4, -4, -4, -3, -3, -3, -2, -1, 0]"
8-Queens,17,Hill Climbing (Steepest),"(2, 7, 0, 3, 6, 5, 1, 4)","(3, 7, 0, 2, 6, 5, 1, 4)",-4,-1,-3,False,3,0.001041412353515625,"[-4, -3, -2, -1]"
8-Queens,17,Hill Climbing (First Choice),"(2, 7, 0, 3, 6, 5, 1, 4)","(3, 7, 0, 2, 6, 5, 1, 4)",-4,-1,-3,False,3,0.00459599494934082,"[-4, -3, -2, -1]"
8-Queens,17,Hill Climbing (Random Restart),"(2, 7, 0, 3, 6, 5, 1, 4)","(2, 5, 7, 1, 3, 0, 6, 4)",-4,0,-4,True,26,0.0075223445892333984,"[-1, -9, -6, -4, -2, -1, -2, -4, -3, -2, -1, -4, -2, -1, -2, -1, -6, -4, -2, -3, -2, -1, -9, -5, -3, -2, 0]"
